Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
seedsT12-5,progression,Perk,New,Tier 12: No-Light Fertilized Leek & Lettuce,,,,,

electricianT1-1,progression,Perk,New,Tier 1: Generator Bank,,,,,
electricianT1-2,progression,Perk,New,Tier 1: Basic Electricity,,,,,
electricianT1-3,progression,Perk,New,Tier 1: Battery Bank,,,,,
electricianT1-4,progression,Perk,New,Tier 1: Car Battery,,,,,
electricianT1-5,progression,Perk,New,Tier 1: Small Engine & Engine Parts,,,,,
electricianT1-6,progression,Perk,New,Tier 1: Advanced Electricity,,,,,
electricianT1-7,progression,Perk,New,Tier 1: Powered Doors,,,,,

electricianT2-1,progression,Perk,New,Tier 2: ECO Generator Bank,,,,,
electricianT2-2,progression,Perk,New,Tier 2: Electricity Devices,,,,,
electricianT2-3,progression,Perk,New,Tier 2: ECO Small Engine & ECO Engine Parts,,,,,
electricianT2-4,progression,Perk,New,Tier 2: ECO Battery,,,,,
electricianT2-5,progression,Perk,New,Tier 2: Advanced Electricity,,,,,
electricianT2-6,progression,Perk,New,Tier 2: ECO Battery Bank,,,,,

electricianT3-1,progression,Perk,New,Tier 3: HD Generator Bank,,,,,
electricianT3-2,progression,Perk,New,Tier 3: Electric Devices,,,,,
electricianT3-3,progression,Perk,New,Tier 3: HD Small Engine & HD Engine Parts,,,,,
electricianT3-4,progression,Perk,New,Tier 3: HD Battery,,,,,
electricianT3-5,progression,Perk,New,Tier 3: HD Battery Bank,,,,,
electricianT3-6,progression,Perk,New,Tier 3: Solar Bank,,,,,
electricianT3-7,progression,Perk,New,Tier 3: Solar Cell,,,,,

trapsT1-1,progression,Perk,New,Tier 1: Electric Fence Post,,,,,
trapsT1-2,progression,Perk,New,Tier 1: Dart Trap,,,,,
trapsT1-3,progression,Perk,New,Tier 1: Blade Trap,,,,,
trapsT1-4,progression,Perk,New,Tier 1: Shotgun Turret,,,,,
trapsT1-5,progression,Perk,New,Tier 1: Auto Turret,,,,,

trapsT2-1,progression,Perk,New,Tier 2: Rabbit Trap,,,,,
trapsT2-2,progression,Perk,New,Tier 2: Speed Trap,,,,,
trapsT2-3,progression,Perk,New,Tier 2: Fire Speed Trap & Fire Trap,,,,,

trapsT3-1,progression,Perk,New,Tier 3: HD Electric Fence Post,,,,,
trapsT3-2,progression,Perk,New,Tier 3: HD Dart Trap & Tungsten Darts,,,,,
trapsT3-3,progression,Perk,New,Tier 3: HD Blade Trap,,,,,
trapsT3-4,progression,Perk,New,Tier 3: HD Shotgun Turret,,,,,
trapsT3-5,progression,Perk,New,Tier 3: HD Auto Turret,,,,,

workstationsT1-1,progression,Perk,New,Tier 1: Dew Collector,,,,,
workstationsT1-2,progression,Perk,New,Tier 1: Forge, Stone Forge & Ammo Forge,,,,,
workstationsT1-3,progression,Perk,New,Tier 1: Mortar & Pestle,,,,,
workstationsT1-4,progression,Perk,New,Tier 1: Workbench,,,,,
workstationsT1-5,progression,Perk,New,Tier 1: Ammo Workstation,,,,,

workstationsT2-1,progression,Perk,New,Tier 2: Tool Workstation,,,,,
workstationsT2-2,progression,Perk,New,Tier 2: Cement Mixer,,,,,
workstationsT2-3,progression,Perk,New,Tier 2: Builders Workstation,,,,,
workstationsT2-4,progression,Perk,New,Tier 2: Coffee Maker & Microwave,,,,,
workstationsT2-5,progression,Perk,New,Tier 2: Food Processing Table & Investment Bank,,,,,

workstationsT3-1,progression,Perk,New,Tier 3: Armour Smithing Workstation,,,,,
workstationsT3-2,progression,Perk,New,Tier 3: Player Oven,,,,,
workstationsT3-3,progression,Perk,New,Tier 3: Brewery Workstation,,,,,
workstationsT3-4,progression,Perk,New,Tier 3: Fabrication Workstation,,,,,
workstationsT3-5,progression,Perk,New,Tier 3: Blueprint Workstation & Slot Machine,,,,,

workstationsT4-1,progression,Perk,New,Tier 4: Chemistry Station & Recycler,,,,,
workstationsT4-2,progression,Perk,New,Tier 4: Tungsten Forge & Vending Machine (Sellable),,,,,
workstationsT4-3,progression,Perk,New,Tier 4: Mechanic Bench & Advanced Dew Collector,,,,,
workstationsT4-4,progression,Perk,New,Tier 4: Gun Smithing Workstation,,,,,
workstationsT4-5,progression,Perk,New,Tier 4: Oil Pump & Horde Block,,,,,

vehiclesT1-1,progression,Perk,New,Tier 1: Wheels,,,,,
vehiclesT1-2,progression,Perk,New,Tier 1: Minibike,,,,,
vehiclesT1-3,progression,Perk,New,Tier 1: Fan Boat,,,,,

vehiclesT2-1,progression,Perk,New,Tier 2: Motorcycle,,,,,
vehiclesT2-2,progression,Perk,New,Tier 2: Raft,,,,,

vehiclesT3-1,progression,Perk,New,Tier 3: 4X4,,,,, 
vehiclesT3-2,progression,Perk,New,Tier 3: Dinghy,,,,,

vehiclesT4-1,progression,Perk,New,Tier 4: Gyrocopter,,,,,
vehiclesT4-2,progression,Perk,New,Tier 4: Flat Boat,,,,,

vehiclesT5-1,progression,Perk,New,Tier 5: Golf Cart,,,,,
vehiclesT5-2,progression,Perk,New,Tier 5: Work Truck,,,,,
vehiclesT5-3,progression,Perk,New,Tier 5: UAZ 452,,,,,
vehiclesT5-4,progression,Perk,New,Tier 5: MRAP,,,,,
vehiclesT5-5,progression,Perk,New,Tier 5: SHERP,,,,,
vehiclesT5-6,progression,Perk,New,Tier 5: Buggy,,,,,

vehiclesT6-1,progression,Perk,New,Tier 6: Humvee & HD Wheels,,,,,
vehiclesT6-2,progression,Perk,New,Tier 6: Junker,,,,,
vehiclesT6-3,progression,Perk,New,Tier 6: Rat,,,,,
vehiclesT6-4,progression,Perk,New,Tier 6: Cruiser,,,,,
vehiclesT6-5,progression,Perk,New,Tier 6: Dirt Bike,,,,,
vehiclesT6-6,progression,Perk,New,Tier 6: Box Truck,,,,,

vehiclesT7-1,progression,Perk,New,Tier 7: Nova,,,,,
vehiclesT7-2,progression,Perk,New,Tier 7: Pickup Truck,,,,,
vehiclesT7-3,progression,Perk,New,Tier 7: Stallion,,,,,
vehiclesT7-4,progression,Perk,New,Tier 7: GNX,,,,,
vehiclesT7-5,progression,Perk,New,Tier 7: Old Semi,,,,,
vehiclesT7-6,progression,Perk,New,Tier 7: LMTV,,,,,
vehiclesT7-7,progression,Perk,New,Tier 7: Duster,,,,,

vehiclesT8-1,progression,Perk,New,Tier 8: Jet Ski,,,,,
vehiclesT8-2,progression,Perk,New,Tier 8: Hind,,,,,
vehiclesT8-3,progression,Perk,New,Tier 8: Hot Rod,,,,,
vehiclesT8-4,progression,Perk,New,Tier 8: MD-500,,,,,
vehiclesT8-5,progression,Perk,New,Tier 8: Marauder,,,,,
vehiclesT8-6,progression,Perk,New,Tier 8: UH-60,,,,,
vehiclesT8-7,progression,Perk,New,Tier 8: BRDM-2,,,,,
vehiclesT8-8,progression,Perk,New,Tier 8: Charger,,,,,

craftingAmmoName,progression,Perk,New,Ammo,,,,,
craftingAmmoDesc,progression,Perk,New,"Reading [DECEA3]Ammunition Weekly[-] will unlock various tiers of ammunition.  Boost loot odds\nwith [DECEA3]Mag Loot Bonus: Ammo[-]",,,,,
craftingAmmoLongDesc,progression,Perk,New,"CURRENTLY NOT USED",,,,,
ammoT1-1,progression,Perk,New,Tier 1: 9mm Ammunition,,,,,
ammoT1-2,progression,Perk,New,Tier 1: 7.62mm Ammunition,,,,,
ammoT1-3,progression,Perk,New,Tier 1: 12G Shotgun Shells,,,,,
ammoT1-4,progression,Perk,New,Tier 1: 44 Mag Ammunition,,,,,
ammoT1-5,progression,Perk,New,Tier 1: Flaming Arrows/Bolts,,,,,
ammoT1-6,progression,Perk,New,Tier 1: 45 ACP Ammunition,,,,,
ammoT1-7,progression,Perk,New,Tier 1: 5.56mm Ammunition,,,,,
ammoT1-8,progression,Perk,New,Tier 1: 5.7mm Ammunition,,,,,
ammoT1-9,progression,Perk,New,Tier 1: 20G Shotgun Shells,,,,,

ammoT2-1,progression,Perk,New,Tier 2: HP Bullet Tips & 9mm HP Ammunition,,,,,
ammoT2-2,progression,Perk,New,Tier 2: 7.62mm HP Ammunition,,,,,
ammoT2-3,progression,Perk,New,Tier 2: 12G Shotgun Slugs,,,,,
ammoT2-4,progression,Perk,New,Tier 2: 44 Mag HP Ammunition,,,,,
ammoT2-5,progression,Perk,New,Tier 2: Exploding Arrows & Bolts,,,,,
ammoT2-6,progression,Perk,New,Tier 2: 45 ACP HP Ammunition,,,,,
ammoT2-7,progression,Perk,New,Tier 2: 5.56mm HP Ammunition,,,,,
ammoT2-8,progression,Perk,New,Tier 2: 5.7mm HP Ammunition,,,,,
ammoT2-9,progression,Perk,New,Tier 2: 20G Shotgun Slugs,,,,,

ammoT3-1,progression,Perk,New,Tier 3: 9mm AP Ammunition,,,,,
ammoT3-2,progression,Perk,New,Tier 3: 7.62mm AP Ammunition,,,,,
ammoT3-3,progression,Perk,New,Tier 3: 12G Breaching Slugs,,,,,
ammoT3-4,progression,Perk,New,Tier 3: 44 Mag AP Ammunition,,,,,
ammoT3-5,progression,Perk,New,Tier 3: Tungsten Arrow Heads, Tungsten Arrows & Bolts,,,,,
ammoT3-6,progression,Perk,New,Tier 3: 45 ACP AP Ammunition,,,,,
ammoT3-7,progression,Perk,New,Tier 3: 5.56mm AP Ammunition,,,,,
ammoT3-8,progression,Perk,New,Tier 3: 5.7mm AP Ammunition,,,,,
ammoT3-9,progression,Perk,New,Tier 3: 20G Breaching Slugs,,,,,

ammoT4-1,progression,Perk,New,Tier 4: Raw Ammo Bundles,,,,,
ammoT4-2,progression,Perk,New,Tier 4: Arrows & Bolts Bundles,,,,,
ammoT4-3,progression,Perk,New,Tier 4: Standard Ammo Bundles,,,,,
ammoT4-4,progression,Perk,New,Tier 4: HP Ammo Bundles,,,,,
ammoT4-5,progression,Perk,New,Tier 4: AP Ammo Bundles,,,,,

craftingConstructionName,progression,Perk,New,Construction,,,,,
craftingConstructionDesc,progression,Perk,New,"Reading [DECEA3]Construction & Design[-] will unlock various construction recipes.  Boost loot odds\nwith [DECEA3]Mag Loot Bonus: Construction[-]",,,,,
craftingConstructionLongDesc,progression,Perk,New,"CURRENTLY NOT USED",,,,,
constructionT1-1,progression,Perk,New,Tier 1: Cooler,,,,,
constructionT1-2,progression,Perk,New,Tier 1: Medium Storage,,,,,
constructionT1-3,progression,Perk,New,Tier 1: Fabrication Recipes I,,,,,
constructionT1-4,progression,Perk,New,Tier 1: Doors,,,,,
constructionT1-5,progression,Perk,New,Tier 1: Interior Doors,,,,,

constructionT2-1,progression,Perk,New,Tier 2: Cobblestone Construction,,,,,
constructionT2-2,progression,Perk,New,Tier 2: Large Storage,,,,,
constructionT2-3,progression,Perk,New,Tier 2: Refrigerator & Fabrication Recipes II,,,,,
constructionT2-4,progression,Perk,New,Tier 2: King Size Bed & Food Spoiler,,,,,
constructionT2-5,progression,Perk,New,Tier 2: Exterior Doors,,,,,

constructionT3-1,progression,Perk,New,Tier 3: Concrete Construction,,,,,
constructionT3-2,progression,Perk,New,Tier 3: Jail Doors,,,,,
constructionT3-3,progression,Perk,New,Tier 3: Drawbridge & Working Elevator,,,,,
constructionT3-4,progression,Perk,New,Tier 3: Fabrication Recipes III,,,,,
constructionT3-5,progression,Perk,New,Tier 3: Commercial Doors,,,,,

constructionT4-1,progression,Perk,New,Tier 4: Portland Concrete Construction,,,,,
constructionT4-2,progression,Perk,New,Tier 4: X-Large Storage & Paintings,,,,,
constructionT4-3,progression,Perk,New,Tier 4: Sci-Fi & Vault Doors,,,,,
constructionT4-4,progression,Perk,New,Tier 4: Roll-Up Doors,,,,,
constructionT4-5,progression,Perk,New,Tier 4: Steel Construction & Water Well,,,,,

constructionT5-1,progression,Perk,New,Tier 5: Gun Safes & Labeled Chests,,,,,
constructionT5-2,progression,Perk,New,Tier 5: Tungsten Construction,,,,,
constructionT5-3,progression,Perk,New,Tier 5: Tungsten Door & Fantasy Chests,,,,,
constructionT5-4,progression,Perk,New,Tier 5: Bigger Doors,,,,,

craftingResourcesName,progression,Perk,New,Resources,,,,,
craftingResourcesDesc,progression,Perk,New,"Reading [DECEA3]Resourcefulness[-] will unlock various construction recipes.  Boost loot odds\nwith [DECEA3]Mag Loot Bonus: Resources[-]",,,,,
craftingResourcesLongDesc,progression,Perk,New,"CURRENTLY NOT USED",,,,,
resources1-1,progression,Perk,New,Tier 1: Cooking Pot & Grill,,,,,
resources1-2,progression,Perk,New,Tier 1: Glue,,,,,
resources1-3,progression,Perk,New,Tier 1: Nails,,,,,
resources1-4,progression,Perk,New,Tier 1: Forged Iron,,,,,
resources1-5,progression,Perk,New,Tier 1: Anvil,,,,,

resources2-1,progression,Perk,New,Tier 2: Repair Kits,,,,,
resources2-2,progression,Perk,New,Tier 2: Gas & Oil,,,,,
resources2-3,progression,Perk,New,Tier 2: Paint,,,,,
resources2-4,progression,Perk,New,Tier 2: Bellows,,,,,
resources2-5,progression,Perk,New,Tier 2: Lockpick,,,,,

resources3-1,progression,Perk,New,Tier 3: Crucible, Forged Steel, Electric & Mechanical Parts,,,,,
resources3-2,progression,Perk,New,Tier 3: Schematic Bundles I,,,,,
resources3-3,progression,Perk,New,Tier 3: Item Bundles I,,,,,
resources3-4,progression,Perk,New,Tier 3: Parts I,,,,,
resources3-5,progression,Perk,New,Tier 3: Item Bundles II,,,,,

resources4-1,progression,Perk,New,Tier 4: Item Bundles III,,,,,
resources4-2,progression,Perk,New,Tier 4: Schematic Bundles II,,,,,
resources4-3,progression,Perk,New,Tier 4: Sewing Kit,,,,,
resources4-4,progression,Perk,New,Tier 4: Parts II,,,,,
resources4-5,progression,Perk,New,Tier 4: Forged Tungsten,,,,,

resources5-1,progression,Perk,New,Tier 5: Workstation Tools,,,,,
resources5-2,progression,Perk,New,Tier 5: Workstation Speed Tools,,,,,
resources5-3,progression,Perk,New,Tier 5: Parts III,,,,,
resources5-4,progression,Perk,New,Tier 5: Acid,,,,,
resources5-5,progression,Perk,New,Tier 5: Water Filter,,,,,

craftingSeedsName,progression,Perk,New,Farming,,,,,

perkBlankName,progression,Perk,New, ,,,,,
perkBlankDesc,progression,Perk,New, ,,,,,

reqTradesmanClass,progression,Skill,New,Tradesman Class Lvl 1,,,,,
reqTradesmanClass2,progression,Skill,New,Tradesman Class Lvl 2,,,,,
reqTradesmanClass3,progression,Skill,New,Tradesman Class Lvl 3,,,,,
reqSoldierClass,progression,Skill,New,Soldier Class Lvl 1,,,,,
reqSoldierClass2,progression,Skill,New,Soldier Class Lvl 2,,,,,
reqSoldierClass3,progression,Skill,New,Soldier Class Lvl 3,,,,,
reqSurvivalistClass,progression,Skill,New,Survivalist Class Lvl 1,,,,,
reqSurvivalistClass2,progression,Skill,New,Survivalist Class Lvl 2,,,,,
reqSurvivalistClass3,progression,Skill,New,Survivalist Class Lvl 3,,,,,
reqCovertClass,progression,Skill,New,Covert Class Lvl 1,,,,,
reqCovertClass2,progression,Skill,New,Covert Class Lvl 2,,,,,
reqCovertClass3,progression,Skill,New,Covert Class Lvl 3,,,,,
reqTechnicianClass,progression,Skill,New,Technician Class Lvl 1,,,,,
reqTechnicianClass2,progression,Skill,New,Technician Class Lvl 2,,,,,
reqTechnicianClass3,progression,Skill,New,Technician Class Lvl 3,,,,,

reqStoneScrapIronTools2,progression,Skill,New,Level 2 of Crafting Skill: Stone/Scrap Iron Tools,,,,,
reqIronSteelTools1,progression,Skill,New,Level 1 of Crafting Skill: Iron/Steel Tools,,,,,
reqIronSteelTools2,progression,Skill,New,Level 2 of Crafting Skill: Iron/Steel Tools,,,,,
reqIronSteelTools3,progression,Skill,New,Level 3 of Crafting Skill: Iron/Steel Tools,,,,,
reqHandguns1,progression,Skill,New,Level 1 of Crafting Skill: Handguns,,,,,
reqHandguns2,progression,Skill,New,Level 2 of Crafting Skill: Handguns,,,,,
reqHandguns4,progression,Skill,New,Level 4 of Crafting Skill: Handguns,,,,,
reqShotguns1,progression,Skill,New,Level 1 of Crafting Skill: Shotguns,,,,,
reqShotguns2,progression,Skill,New,Level 2 of Crafting Skill: Shotguns,,,,,
reqShotguns4,progression,Skill,New,Level 4 of Crafting Skill: Shotguns,,,,,
reqRifles1,progression,Skill,New,Level 1 of Crafting Skill: Rifles,,,,,
reqRifles2,progression,Skill,New,Level 2 of Crafting Skill: Rifles,,,,,
reqRifles4,progression,Skill,New,Level 4 of Crafting Skill: Rifles,,,,,
reqMachineGuns1,progression,Skill,New,Level 1 of Crafting Skill: Machine Guns,,,,,
reqMachineGuns2,progression,Skill,New,Level 2 of Crafting Skill: Machine Guns,,,,,
reqMachineGuns4,progression,Skill,New,Level 4 of Crafting Skill: Machine Guns,,,,,
reqBowWeapons1,progression,Skill,New,Level 1 of Crafting Skill: Bows,,,,,
reqBowWeapons2,progression,Skill,New,Level 2 of Crafting Skill: Bows,,,,,
reqBowWeapons3,progression,Skill,New,Level 3 of Crafting Skill: Bows,,,,,
reqBladeWeapons1,progression,Skill,New,Level 1 of Crafting Skill: Blade Weapons,,,,,
reqBladeWeapons3,progression,Skill,New,Level 3 of Crafting Skill: Blade Weapons,,,,,
reqBladeWeapons4,progression,Skill,New,Level 4 of Crafting Skill: Blade Weapons,,,,,
reqBluntWeapons1,progression,Skill,New,Level 1 of Crafting Skill: Blunt Weapons,,,,,
reqBluntWeapons2,progression,Skill,New,Level 2 of Crafting Skill: Blunt Weapons,,,,,
reqBluntWeapons3,progression,Skill,New,Level 3 of Crafting Skill: Blunt Weapons,,,,,
reqBluntWeapons4,progression,Skill,New,Level 4 of Crafting Skill: Blunt Weapons,,,,,
reqRoboticJunkWeapons1,progression,Skill,New,Level 1 of Crafting Skill: Robotic/Junk Weapons,,,,,
reqRoboticJunkWeapons3,progression,Skill,New,Level 3 of Crafting Skill: Robotic/Junk Weapons,,,,,
reqRoboticJunkWeapons4,progression,Skill,New,Level 4 of Crafting Skill: Robotic/Junk Weapons,,,,,
reqSpears1,progression,Skill,New,Level 1 of Crafting Skill: Spears,,,,,
reqSpears3,progression,Skill,New,Level 3 of Crafting Skill: Spears,,,,,
reqSpears4,progression,Skill,New,Level 4 of Crafting Skill: Spears,,,,,
reqMotherlode5,progression,Skill,New,Level 5 of Motherlode,,,,,
reqMiner69r5,progression,Skill,New,Level 5 of Miner 69'er,,,,,
reqSalvageOps5,progression,Skill,New,Level 5 of Salvage Operations,,,,,
reqBetterBarter5,progression,Skill,New,Level 5 of Better Barter,,,,,
reqDaringAdventure4,progression,Skill,New,Level 4 of Daring Adventurer,,,,,
reqRuleOneCardio3,progression,Skill,New,Level 3 of Rule One: Cardio,,,,,
reqRuleSexTrex4,progression,Skill,New,Level 4 of Sexual Tyrannosaurus,,,,,
reqLockPick3,progression,Skill,New,Level 3 of Lock Picking,,,,,
reqPlayer1,progression,Attribute,New,Player Level 1,,,,,
reqPlayer5,progression,Attribute,New,Player Level 5,,,,,
reqPlayer10,progression,Attribute,New,Player Level 10,,,,,
reqPlayer15,progression,Attribute,New,Player Level 15,,,,,
reqPlayer20,progression,Attribute,New,Player Level 20,,,,,
reqPlayer25,progression,Attribute,New,Player Level 25,,,,,
reqPlayer30,progression,Attribute,New,Player Level 30,,,,,
reqPlayer35,progression,Attribute,New,Player Level 35,,,,,
reqPlayer40,progression,Attribute,New,Player Level 40,,,,,
reqPlayer45,progression,Attribute,New,Player Level 45,,,,,
reqPlayer50,progression,Attribute,New,Player Level 50,,,,,
reqPlayer60,progression,Attribute,New,Player Level 60,,,,,
reqPlayer65,progression,Attribute,New,Player Level 65,,,,,
reqPlayer70,progression,Attribute,New,Player Level 70,,,,,
reqPlayer75,progression,Attribute,New,Player Level 75,,,,,
reqPlayer80,progression,Attribute,New,Player Level 80,,,,,
reqPlayer85,progression,Attribute,New,Player Level 85,,,,,
reqPlayer90,progression,Attribute,New,Player Level 90,,,,,
reqPlayer95,progression,Attribute,New,Player Level 95,,,,,
reqPlayer100,progression,Attribute,New,Player Level 100,,,,,
reqPlayer105,progression,Attribute,New,Player Level 105,,,,,
reqPlayer110,progression,Attribute,New,Player Level 110,,,,,
reqPlayer120,progression,Attribute,New,Player Level 120,,,,,
reqPlayer125,progression,Attribute,New,Player Level 125,,,,,
reqPlayer130,progression,Attribute,New,Player Level 130,,,,,
reqPlayer135,progression,Attribute,New,Player Level 135,,,,,
reqPlayer140,progression,Attribute,New,Player Level 140,,,,,
reqPlayer145,progression,Attribute,New,Player Level 145,,,,,
reqPlayer150,progression,Attribute,New,Player Level 150,,,,,
reqPlayer160,progression,Attribute,New,Player Level 160,,,,,
reqPlayer170,progression,Attribute,New,Player Level 170,,,,,
reqPlayer175,progression,Attribute,New,Player Level 175,,,,,
reqPlayer180,progression,Attribute,New,Player Level 180,,,,,
reqPlayer185,progression,Attribute,New,Player Level 185,,,,,
reqPlayer190,progression,Attribute,New,Player Level 190,,,,,
reqPlayer200,progression,Attribute,New,Player Level 200,,,,,
reqPlayer210,progression,Attribute,New,Player Level 210,,,,,
reqPlayer220,progression,Attribute,New,Player Level 220,,,,,
reqPlayer225,progression,Attribute,New,Player Level 225,,,,,
reqPlayer230,progression,Attribute,New,Player Level 230,,,,,
reqPlayer235,progression,Attribute,New,Player Level 235,,,,,
reqPlayer240,progression,Attribute,New,Player Level 240,,,,,
reqPlayer250,progression,Attribute,New,Player Level 250,,,,,
reqPlayer275,progression,Attribute,New,Player Level 275,,,,,
reqPlayer280,progression,Attribute,New,Player Level 280,,,,,
reqPlayer300,progression,Attribute,New,Player Level 300,,,,,
reqPlayer325,progression,Attribute,New,Player Level 325,,,,,
reqPlayer350,progression,Attribute,New,Player Level 350,,,,,
reqPlayer375,progression,Attribute,New,Player Level 375,,,,,
reqPlayer400,progression,Attribute,New,Player Level 400,,,,,
reqPlayer425,progression,Attribute,New,Player Level 425,,,,,
reqPlayer450,progression,Attribute,New,Player Level 450,,,,,
reqPlayer475,progression,Attribute,New,Player Level 475,,,,,
reqPlayer500,progression,Attribute,New,Player Level 500,,,,,
reqPlayer999,progression,Attribute,New,Non-Purchasable,,,,,
reqAmmo1,progression,Attribute,New,Ammo Crafting 1,,,,,
reqAmmo2,progression,Attribute,New,Ammo Crafting 2,,,,,
reqAmmo3,progression,Attribute,New,Ammo Crafting 3,,,,,
reqAmmo4,progression,Attribute,New,Ammo Crafting 4,,,,,
reqAmmo5,progression,Attribute,New,Ammo Crafting 5,,,,,
reqFertSeeds1,progression,Attribute,New,Fertilized Seeds 1,,,,,

apple,items,Food,New,Apple,,,,,
appleDesc,items,Food,New,"A delicious red apple.  Key ingredient in crafting other food recipes.",,,,,
blackberries,items,Food,New,Blackberries,,,,,
blackberriesDesc,items,Food,New,"Blackberries are great for a quick boost to food and water.  Can be crafted into Blackberry Juice at a campfire",,,,,
cocoaBeans,items,Food,New,Cocoa Beans,,,,,
cocoaBeansDesc,items,Food,New,"Cocoa beans can be used for crafting chocolate recipes.",,,,,
carrot,items,Food,New,Carrot,,,,,
carrotDesc,items,Food,New,"Carrots can be eaten or crafted with other ingredients to make more benificial food recipes.",,,,,
cucumber,items,Food,New,Cucumber,,,,,
cucumberDesc,items,Food,New,"Cucumbers can be eaten or crafted into other food recipes.",,,,,
leek,items,Food,New,Leek,,,,,
leekDesc,items,Food,New,"Leeks can be eaten or crafted into other food recipes.",,,,,
lettuce,items,Food,New,Lettuce,,,,,
lettuceDesc,items,Food,New,"Lettuce can be eaten or crafted into other food recipes.",,,,,
melon,items,Food,New,Melon,,,,,
melonDesc,items,Food,New,"Melons can be eaten or crafted into other food recipes.",,,,,
onion,items,Food,New,Onion,,,,,
onionDesc,items,Food,New,"Onions can be eaten or crafted into other food recipes.",,,,,
strawberries,items,Food,New,Strawberries,,,,,
strawberriesDesc,items,Food,New,"Strawberries can be eaten or crafted into other food recipes.",,,,,
tomato,items,Food,New,Tomato,,,,,
tomatoDesc,items,Food,New,"Tomatoes can be eaten or crafted into other food recipes.",,,,,
wheat,items,Food,New,Wheat,,,,,
wheatDesc,items,Food,New,"Wheat can be used to craft flour.",,,,,
applePie,items,Food,New,Apple Pie,,,,,
applePieDesc,items,Food,New,"Crafted with apples, great source of food and improves your overall health.\n\n[669966]Crafted at Player Oven[-]",,,,,
sandwichBaconMushroom,items,Food,New,Bacon Mushroom Sandwich,,,,,
sandwichBaconMushroomDesc,items,Food,New,"A Sandwich made with Meat plus Mushrooms and Bread.\n\n[669966]Crafted at Food Processing Table[-]",,,,,
redMeatBoiled,items,Food,New,Boiled Red Meat,,,,,
redMeatBoiledDesc,items,Food,New,"Made with raw red meat, but is not the greatest of meals to craft.  But is better than nothing.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
bread,items,Food,New,Bread,,,,,
breadDesc,items,Food,New,"Made from dough, and can be used to make sandwiches.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
whiteMeatFried,items,Food,New,Fried White Meat,,,,,
whiteMeatFriedDesc,items,Food,New,"Made from raw white meat but is not all that good for you.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
chickenPotPie,items,Food,New,Chicken Pot Pie,,,,,
chickenPotPieDesc,items,Food,New,"A good healthy meal that will warm you up.\n\n[669966]Crafted at Player Oven[-]",,,,,
greenTeaExtract,items,Food,New,Green Tea Extract,,,,,
greenTeaExtractDesc,items,Food,New,"Made to craft Green Tea.\n\n[669966]Crafted at Mortar & Pestle[-]",,,,,
redMeatPie,items,Food,New,Red Meat Pie,,,,,
redMeatPieDesc,items,Food,New,"Made with raw red meat and other ingredients.  Replenishes a fair amount of hunger and improves your health.\n\n[669966]Crafted at Player Oven[-]",,,,,
mushroomStew,items,Food,New,Mushroom Stew,,,,,
mushroomStewDesc,items,Food,New,"Stew made with mushrooms.  Great source of food and will improve your health.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodGumboStewDesc,items,Food,KgNone,"Vomiting is for the peasants! Eat like an apocalyptic king with this super filling, delicious gumbo stew.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
whiteMeatGrilled,items,Food,New,Grilled White Meat,,,,,
whiteMeatGrilledDesc,items,Food,New,"Basic grilled white meat recipe.  Will keep you alive.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodRawMeat,items,Item,KgNone,Raw Red Meat,,,,,
rawRedMeatDesc,items,Food,New,"Raw red meat can be crafted into several healthy meals or cooked by itself for a quick meal.",,,,,
rawWhiteMeat,items,Food,New,Raw White Meat,,,,,
rawWhiteMeatDesc,items,Food,New,"Raw white meat can be crafted into several healthy meals or cooked by itself for a quick meal.",,,,,
whiteMeatPie,items,Food,New,White Meat Pie,,,,,
whiteMeatPieDesc,items,Food,New,"Made with raw white meat and other ingredients.  Replenishes a fair amount of hunger and improves your health.\n\n[669966]Crafted at Player Oven[-]",,,,,
sausageAndEggs,items,Food,New,Sausage and Eggs,,,,,
sausageAndEggsDesc,items,Food,New,"When you don't have any white meat to make bacon, just make sausage instead.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
redMeatFried,items,Food,New,Fried Red Meat,,,,,
redMeatFriedDesc,items,Food,New,"Basic fried red meat, not that good for you but will let you live if no other sources can be found.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
redmeatGrilled,items,Food,New,Grilled Red Meat,,,,,
redmeatGrilledDesc,items,Food,New,"Quick and easy to make.  Doesn't replenish all that much hunger or health.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
foodBaconAndEggsDesc,items,Food,KgNone,"Bacon and eggs will really fill you up and boost your Maximum Stamina. Cholesterol is the least of your worries now.\n\n[669966]Crafted at Campfire or Player Oven[-]",,,,,
redMeatStew,items,Food,New,Red Meat Stew,,,,,
